Plate,Time,Plate_replicate,Well,Well_replicate,Type,Abs
P_12345,30,D,A5,A,Unknown,1.2878
P_12345,30,D,A6,A,Blank,0.21209
P_12345,30,D,A7,B,Unknown,3.2704
P_12345,30,D,A8,B,Unknown,2.4996
P_12345,30,D,A9,B,Unknown,1.2563
P_12345,30,D,A10,B,Unknown,0.87908
P_12345,30,D,A11,B,Unknown,1.7286
P_12345,30,D,A12,A,Blank,0.33432
P_12345,30,D,B6,A,Blank,0.11584
P_12345,30,D,C6,A,Blank,0.092182
P_12345,30,D,D6,A,Blank,0.070937
P_12345,30,D,E6,A,Blank,0.071791
P_12345,30,D,F6,A,Negative,0.16645
P_12345,30,D,G6,A,Positive,3.3403
P_12345,30,D,H6,A,Positive,3.2726
P_12345,30,D,B12,B,Blank,0.16695
P_12345,30,D,C12,B,Blank,0.1355
P_12345,30,D,D12,B,Blank,0.10235
P_12345,30,D,E12,B,Blank,0.10246
P_12345,30,D,F12,B,Negative,0.15814
P_12345,30,D,G12,B,Positive,3.0126
P_12345,30,D,H12,B,Positive,3.1546
P_12345,30,E,A1,A,Unknown,2.8027
P_12345,30,E,A2,A,Unknown,1.8029
P_12345,30,E,A3,A,Unknown,1.0796
P_12345,30,E,A4,A,Unknown,0.57139
P_12345,30,E,A5,A,Unknown,0.98669
P_12345,30,E,A6,A,Blank,0.0634
P_12345,30,E,A7,B,Unknown,2.3614
P_12345,30,E,A8,B,Unknown,1.5155
P_12345,30,E,A9,B,Unknown,1.1969
P_12345,30,E,A10,B,Unknown,0.62643
P_12345,30,E,A11,B,Unknown,1.1562
P_12345,30,E,A12,A,Blank,0.056944
P_12345,30,E,B6,A,Blank,0.064042
P_12345,30,E,C6,A,Blank,0.073302
P_12345,30,E,D6,A,Blank,0.067613
P_12345,30,E,E6,A,Blank,0.083847
P_12345,30,E,F6,A,Negative,0.1166
P_12345,30,E,G6,A,Positive,2.8755
P_12345,30,E,H6,A,Positive,2.7372
P_12345,30,E,B12,B,Blank,0.076007
P_12345,30,E,C12,B,Blank,0.05994
P_12345,30,E,D12,B,Blank,0.065557
P_12345,30,E,E12,B,Blank,0.060564
P_12345,30,E,F12,B,Negative,0.1375
P_12345,30,E,G12,B,Positive,3.0428
P_12345,30,E,H12,B,Positive,2.962
P_1032,45,A,A1,A,Unknown,3.3704
P_1032,45,A,A2,A,Unknown,3.4775
P_1032,45,A,A3,A,Unknown,3.4325
P_1032,45,A,A4,A,Unknown,3.5003
P_1032,45,A,A5,A,Unknown,3.2131
P_1032,45,A,A6,A,Blank,0.26075
P_1032,45,A,B1,A,Unknown,2.5153
P_1032,45,A,B2,A,Unknown,3.4689
P_1032,45,A,B3,A,Unknown,3.2526
P_1032,45,A,B4,A,Unknown,3.4961
P_1032,45,A,B5,A,Unknown,3.2337
P_1032,45,A,B6,A,Blank,0.11229
P_1032,45,A,C1,A,Unknown,2.2164
P_1032,45,A,C2,A,Unknown,3.4522
P_1032,45,A,C3,A,Unknown,3.3906
P_1032,45,A,C4,A,Unknown,3.4762
P_1032,45,A,C5,A,Unknown,3.475
P_1032,45,A,C6,A,Blank,0.066767
P_1032,45,A,D1,A,Unknown,3.4039
P_1032,45,A,D2,A,Unknown,3.3861
P_1032,45,A,D3,A,Unknown,3.4865
P_1032,45,A,D4,A,Unknown,3.5241
P_1032,45,A,D5,A,Unknown,1.5106
P_1032,45,A,D6,A,Blank,0.060124
P_1032,45,A,E1,A,Unknown,2.2277
P_1032,45,A,E2,A,Unknown,3.4405
P_1032,45,A,E3,A,Unknown,3.3378
P_1032,45,A,E4,A,Unknown,2.7301
P_1032,45,A,E5,A,Unknown,3.3885
P_1032,45,A,E6,A,Blank,0.059399
P_1032,45,A,F1,A,Unknown,3.531
P_1032,45,A,F2,A,Unknown,3.4618
P_1032,45,A,F3,A,Unknown,2.5653
P_1032,45,A,F4,A,Unknown,3.4572
P_1032,45,A,F5,A,Unknown,3.3182
P_1032,45,A,F6,A,Negative,0.18877
P_1032,45,A,G1,A,Unknown,3.4345
P_1032,45,A,G2,A,Unknown,3.361
P_1032,45,A,G3,A,Unknown,3.1511
P_1032,45,A,G4,A,Unknown,3.489
P_1032,45,A,G5,A,Unknown,3.5978
P_1032,45,A,G6,A,Positive,3.5053
P_1032,45,A,H1,A,Unknown,3.5332
P_1032,45,A,H2,A,Unknown,2.4405
P_1032,45,A,H3,A,Unknown,2.9438
P_1032,45,A,H4,A,Unknown,3.3633
P_1032,45,A,H5,A,Unknown,3.5411
P_1032,45,A,H6,A,Positive,3.4707
P_1032,45,A,A7,B,Unknown,3.188
P_1032,45,A,A8,B,Unknown,3.4429
P_1032,45,A,A9,B,Unknown,3.4088
P_1032,45,A,A10,B,Unknown,3.4555
P_1032,45,A,A11,B,Unknown,3.1788
P_1032,45,A,A12,B,Blank,0.11692
P_1032,45,A,B7,B,Unknown,1.9591
P_1032,45,A,B8,B,Unknown,3.4348
P_1032,45,A,B9,B,Unknown,3.0966
P_1032,45,A,B10,B,Unknown,3.4463
P_1032,45,A,B11,B,Unknown,3.1979
P_1032,45,A,B12,B,Blank,0.068999
P_1032,45,A,C7,B,Unknown,1.7619
P_1032,45,A,C8,B,Unknown,3.4758
P_1032,45,A,C9,B,Unknown,3.3801
P_1032,45,A,C10,B,Unknown,3.5048
P_1032,45,A,C11,B,Unknown,3.4062
P_1032,45,A,C12,B,Blank,0.06573
P_1032,45,A,D7,B,Unknown,3.3937
P_1032,45,A,D8,B,Unknown,3.4952
P_1032,45,A,D9,B,Unknown,3.4981
P_1032,45,A,D10,B,Unknown,3.4185
P_1032,45,A,D11,B,Unknown,1.2574
P_1032,45,A,D12,B,Blank,0.064326
P_1032,45,A,E7,B,Unknown,1.9265
P_1032,45,A,E8,B,Unknown,3.4276
P_1032,45,A,E9,B,Unknown,3.3431
P_1032,45,A,E10,B,Unknown,2.2396
P_1032,45,A,E11,B,Unknown,3.4504
P_1032,45,A,E12,B,Blank,0.073111
P_1032,45,A,F7,B,Unknown,3.4915
P_1032,45,A,F8,B,Unknown,3.4346
P_1032,45,A,F9,B,Unknown,3.0871
P_1032,45,A,F10,B,Unknown,3.3503
P_1032,45,A,F11,B,Unknown,3.1301
P_1032,45,A,F12,B,Negative,0.18631
P_1032,45,A,G7,B,Unknown,3.4166
P_1032,45,A,G8,B,Unknown,3.4766
P_1032,45,A,G9,B,Unknown,3.2777
P_1032,45,A,G10,B,Unknown,3.5207
P_1032,45,A,G11,B,Unknown,3.3709
P_1032,45,A,G12,B,Positive,3.4411
P_1032,45,A,H7,B,Unknown,3.4128
P_1032,45,A,H8,B,Unknown,1.7629
P_1032,45,A,H9,B,Unknown,3.4572
P_1032,45,A,H10,B,Unknown,3.3172
P_1032,45,A,H11,B,Unknown,3.2831
P_1032,45,A,H12,B,Positive,3.393
P_1032,45,B,A1,A,Unknown,3.3941
P_1032,45,B,A2,A,Unknown,3.4572
P_1032,45,B,A3,A,Unknown,3.3933
P_1032,45,B,A4,A,Unknown,3.4428
P_1032,45,B,A5,A,Unknown,3.0639
P_1032,45,B,A6,A,Blank,0.10621
P_1032,45,B,B1,A,Unknown,2.3742
P_1032,45,B,B2,A,Unknown,3.4581
P_1032,45,B,B3,A,Unknown,3.0879
P_1032,45,B,B4,A,Unknown,3.4681
P_1032,45,B,B5,A,Unknown,3.1592
P_1032,45,B,B6,A,Blank,0.13161
P_1032,45,B,C1,A,Unknown,2.2027
P_1032,45,B,C2,A,Unknown,3.4511
P_1032,45,B,C3,A,Unknown,3.3801
P_1032,45,B,C4,A,Unknown,3.4446
P_1032,45,B,C5,A,Unknown,3.4042
P_1032,45,B,C6,A,Blank,0.1351
P_1032,45,B,D1,A,Unknown,3.4458
P_1032,45,B,D2,A,Unknown,3.4251
P_1032,45,B,D3,A,Unknown,3.4168
P_1032,45,B,D4,A,Unknown,3.4207
P_1032,45,B,D5,A,Unknown,1.2842
P_1032,45,B,D6,A,Blank,0.12866
P_1032,45,B,E1,A,Unknown,2.2222
P_1032,45,B,E2,A,Unknown,3.4508
P_1032,45,B,E3,A,Unknown,3.3524
P_1032,45,B,E4,A,Unknown,2.3228
P_1032,45,B,E5,A,Unknown,3.4061
P_1032,45,B,E6,A,Blank,0.14783
P_1032,45,B,F1,A,Unknown,3.462
P_1032,45,B,F2,A,Unknown,3.4733
P_1032,45,B,F3,A,Unknown,3.1861
P_1032,45,B,F4,A,Unknown,3.2095
P_1032,45,B,F5,A,Unknown,3.0654
P_1032,45,B,F6,A,Negative,0.19422
P_1032,45,B,G1,A,Unknown,3.462
P_1032,45,B,G2,A,Unknown,3.4226
P_1032,45,B,G3,A,Unknown,3.3489
P_1032,45,B,G4,A,Unknown,3.3914
P_1032,45,B,G5,A,Unknown,3.4086
P_1032,45,B,G6,A,Positive,3.392
P_1032,45,B,H1,A,Unknown,3.4358
P_1032,45,B,H2,A,Unknown,2.4581
P_1032,45,B,H3,A,Unknown,3.4745
P_1032,45,B,H4,A,Unknown,3.2956
P_1032,45,B,H5,A,Unknown,3.431
P_1032,45,B,H6,A,Positive,3.4372
P_1032,45,B,A7,B,Unknown,3.2472
P_1032,45,B,A8,B,Unknown,3.4122
P_1032,45,B,A9,B,Unknown,3.3979
P_1032,45,B,A10,B,Unknown,3.5303
P_1032,45,B,A11,B,Unknown,3.0301
P_1032,45,B,A12,B,Blank,0.20537
P_1032,45,B,B7,B,Unknown,2.1298
P_1032,45,B,B8,B,Unknown,3.4644
P_1032,45,B,B9,B,Unknown,3.1713
P_1032,45,B,B10,B,Unknown,3.452
P_1032,45,B,B11,B,Unknown,3.1125
P_1032,45,B,B12,B,Blank,0.18
P_1032,45,B,C7,B,Unknown,1.9105
P_1032,45,B,C8,B,Unknown,3.4181
P_1032,45,B,C9,B,Unknown,3.3008
P_1032,45,B,C10,B,Unknown,3.4539
P_1032,45,B,C11,B,Unknown,3.4283
P_1032,45,B,C12,B,Blank,0.19167
P_1032,45,B,D7,B,Unknown,3.4207
P_1032,45,B,D8,B,Unknown,3.4445
P_1032,45,B,D9,B,Unknown,3.4324
P_1032,45,B,D10,B,Unknown,3.4007
P_1032,45,B,D11,B,Unknown,1.1918
P_1032,45,B,D12,B,Blank,0.18871
P_1032,45,B,E7,B,Unknown,1.645
P_1032,45,B,E8,B,Unknown,3.4103
P_1032,45,B,E9,B,Unknown,3.3199
P_1032,45,B,E10,B,Unknown,2.2166
P_1032,45,B,E11,B,Unknown,3.3936
P_1032,45,B,E12,B,Blank,0.27248
P_1032,45,B,F7,B,Unknown,3.4488
P_1032,45,B,F8,B,Unknown,3.4719
P_1032,45,B,F9,B,Unknown,2.9325
P_1032,45,B,F10,B,Unknown,3.2661
P_1032,45,B,F11,B,Unknown,3.1805
P_1032,45,B,F12,B,Negative,0.27903
P_1032,45,B,G7,B,Unknown,3.4599
P_1032,45,B,G8,B,Unknown,3.2653
P_1032,45,B,G9,B,Unknown,3.1931
P_1032,45,B,G10,B,Unknown,3.363
P_1032,45,B,G11,B,Unknown,3.4243
P_1032,45,B,G12,B,Positive,3.4464
P_1032,45,B,H7,B,Unknown,3.4913
P_1032,45,B,H8,B,Unknown,1.7943
P_1032,45,B,H9,B,Unknown,3.4712
P_1032,45,B,H10,B,Unknown,3.1498
P_1032,45,B,H11,B,Unknown,3.4601
P_1032,45,B,H12,B,Positive,3.4695
P_1032,45,C,A1,A,Unknown,2.8842
P_1032,45,C,A2,A,Unknown,3.2561
P_1032,45,C,A3,A,Unknown,3.091
P_1032,45,C,A4,A,Unknown,3.2541
P_1032,45,C,A5,A,Unknown,2.0849
P_1032,45,C,A6,A,Blank,0.11721
P_1032,45,C,B1,A,Unknown,1.7294
P_1032,45,C,B2,A,Unknown,3.2685
P_1032,45,C,B3,A,Unknown,2.2962
P_1032,45,C,B4,A,Unknown,2.9823
P_1032,45,C,B5,A,Unknown,2.3872
P_1032,45,C,B6,A,Blank,0.059397
P_1032,45,C,C1,A,Unknown,1.7134
P_1032,45,C,C2,A,Unknown,3.315
P_1032,45,C,C3,A,Unknown,3.054
P_1032,45,C,C4,A,Unknown,2.8869
P_1032,45,C,C5,A,Unknown,3.0221
P_1032,45,C,C6,A,Blank,0.061929
P_1032,45,C,D1,A,Unknown,3.3535
P_1032,45,C,D2,A,Unknown,3.3167
P_1032,45,C,D3,A,Unknown,3.2841
P_1032,45,C,D4,A,Unknown,2.7901
P_1032,45,C,D5,A,Unknown,0.78113
P_1032,45,C,D6,A,Blank,0.061254
P_1032,45,C,E1,A,Unknown,1.5518
P_1032,45,C,E2,A,Unknown,3.2731
P_1032,45,C,E3,A,Unknown,2.6242
P_1032,45,C,E4,A,Unknown,1.2884
P_1032,45,C,E5,A,Unknown,2.9127
P_1032,45,C,E6,A,Blank,0.098416
P_1032,45,C,F1,A,Unknown,3.4268
P_1032,45,C,F2,A,Unknown,3.4147
P_1032,45,C,F3,A,Unknown,2.6049
P_1032,45,C,F4,A,Unknown,2.476
P_1032,45,C,F5,A,Unknown,2.6882
P_1032,45,C,F6,A,Negative,0.19048
P_1032,45,C,G1,A,Unknown,3.4475
P_1032,45,C,G2,A,Unknown,3.0963
P_1032,45,C,G3,A,Unknown,2.898
P_1032,45,C,G4,A,Unknown,2.6365
P_1032,45,C,G5,A,Unknown,3.2951
P_1032,45,C,G6,A,Positive,3.3462
P_1032,45,C,H1,A,Unknown,3.4328
P_1032,45,C,H2,A,Unknown,1.6936
P_1032,45,C,H3,A,Unknown,3.4428
P_1032,45,C,H4,A,Unknown,2.603
P_1032,45,C,H5,A,Unknown,3.3408
P_1032,45,C,H6,A,Positive,3.3834
P_1032,45,C,A7,B,Unknown,2.5223
P_1032,45,C,A8,B,Unknown,3.2361
P_1032,45,C,A9,B,Unknown,2.9753
P_1032,45,C,A10,B,Unknown,3.2359
P_1032,45,C,A11,B,Unknown,1.7709
P_1032,45,C,A12,B,Blank,0.080227
P_1032,45,C,B7,B,Unknown,1.3932
P_1032,45,C,B8,B,Unknown,3.2287
P_1032,45,C,B9,B,Unknown,2.2986
P_1032,45,C,B10,B,Unknown,2.9695
P_1032,45,C,B11,B,Unknown,2.207
P_1032,45,C,B12,B,Blank,0.072482
P_1032,45,C,C7,B,Unknown,1.1659
P_1032,45,C,C8,B,Unknown,3.1853
P_1032,45,C,C9,B,Unknown,3.0431
P_1032,45,C,C10,B,Unknown,2.8035
P_1032,45,C,C11,B,Unknown,2.9693
P_1032,45,C,C12,B,Blank,0.081559
P_1032,45,C,D7,B,Unknown,3.0897
P_1032,45,C,D8,B,Unknown,3.0803
P_1032,45,C,D9,B,Unknown,3.2872
P_1032,45,C,D10,B,Unknown,2.8441
P_1032,45,C,D11,B,Unknown,0.68237
P_1032,45,C,D12,B,Blank,0.068455
P_1032,45,C,E7,B,Unknown,1.0363
P_1032,45,C,E8,B,Unknown,3.0373
P_1032,45,C,E9,B,Unknown,2.7463
P_1032,45,C,E10,B,Unknown,1.3356
P_1032,45,C,E11,B,Unknown,2.6588
P_1032,45,C,E12,B,Blank,0.084087
P_1032,45,C,F7,B,Unknown,3.4279
P_1032,45,C,F8,B,Unknown,3.3589
P_1032,45,C,F9,B,Unknown,2.3034
P_1032,45,C,F10,B,Unknown,2.3074
P_1032,45,C,F11,B,Unknown,1.9758
P_1032,45,C,F12,B,Negative,0.2029
P_1032,45,C,G7,B,Unknown,3.4076
P_1032,45,C,G8,B,Unknown,2.8976
P_1032,45,C,G9,B,Unknown,2.7506
P_1032,45,C,G10,B,Unknown,2.423
P_1032,45,C,G11,B,Unknown,3.3563
P_1032,45,C,G12,B,Positive,3.2703
P_1032,45,C,H7,B,Unknown,3.4334
P_1032,45,C,H8,B,Unknown,1.383
P_1032,45,C,H9,B,Unknown,3.3759
P_1032,45,C,H10,B,Unknown,2.1248
P_1032,45,C,H11,B,Unknown,3.336
P_1032,45,C,H12,B,Positive,3.2658
P_1032,45,D,A1,A,Unknown,3.0467
P_1032,45,D,A2,A,Unknown,3.4513
P_1032,45,D,A3,A,Unknown,3.3797
P_1032,45,D,A4,A,Unknown,3.512
P_1032,45,D,A5,A,Unknown,3.1292
P_1032,45,D,A6,A,Blank,0.22012
P_1032,45,D,B1,A,Unknown,1.6828
P_1032,45,D,B2,A,Unknown,3.3389
P_1032,45,D,B3,A,Unknown,2.8467
P_1032,45,D,B4,A,Unknown,3.4714
P_1032,45,D,B5,A,Unknown,3.0038
P_1032,45,D,B6,A,Blank,0.080527
P_1032,45,D,C1,A,Unknown,1.5972
P_1032,45,D,C2,A,Unknown,3.3582
P_1032,45,D,C3,A,Unknown,3.2522
P_1032,45,D,C4,A,Unknown,3.3814
P_1032,45,D,C5,A,Unknown,3.3292
P_1032,45,D,C6,A,Blank,0.074704
P_1032,45,D,D1,A,Unknown,3.3486
P_1032,45,D,D2,A,Unknown,3.3222
P_1032,45,D,D3,A,Unknown,3.4255
P_1032,45,D,D4,A,Unknown,3.3343
P_1032,45,D,D5,A,Unknown,0.99092
P_1032,45,D,D6,A,Blank,0.068656
P_1032,45,D,E1,A,Unknown,1.5497
P_1032,45,D,E2,A,Unknown,3.3886
P_1032,45,D,E3,A,Unknown,3.1555
P_1032,45,D,E4,A,Unknown,1.9847
P_1032,45,D,E5,A,Unknown,3.2359
P_1032,45,D,E6,A,Blank,0.078581
P_1032,45,D,F1,A,Unknown,3.4558
P_1032,45,D,F2,A,Unknown,3.4695
P_1032,45,D,F3,A,Unknown,2.9494
P_1032,45,D,F4,A,Unknown,3.1884
P_1032,45,D,F5,A,Unknown,3.0417
P_1032,45,D,F6,A,Negative,0.17463
P_1032,45,D,G1,A,Unknown,3.2659
P_1032,45,D,G2,A,Unknown,3.3559
P_1032,45,D,G3,A,Unknown,3.2775
P_1032,45,D,G4,A,Unknown,3.3357
P_1032,45,D,G5,A,Unknown,3.4323
P_1032,45,D,G6,A,Positive,3.37867
P_1032,45,D,H1,A,Unknown,3.4389
P_1032,45,D,H2,A,Unknown,1.7898
P_1032,45,D,H3,A,Unknown,3.4155
P_1032,45,D,H4,A,Unknown,3.1074
P_1032,45,D,H5,A,Unknown,3.4283
P_1032,45,D,H6,A,Positive,3.366138
P_1032,45,D,A7,B,Unknown,3.3567
P_1032,45,D,A8,B,Unknown,3.4329
P_1032,45,D,A9,B,Unknown,3.4726
P_1032,45,D,A10,B,Unknown,3.4808
P_1032,45,D,A11,B,Unknown,2.6308
P_1032,45,D,A12,B,Blank,0.22728
P_1032,45,D,B7,B,Unknown,1.7641
P_1032,45,D,B8,B,Unknown,3.3871
P_1032,45,D,B9,B,Unknown,3.0584
P_1032,45,D,B10,B,Unknown,3.4399
P_1032,45,D,B11,B,Unknown,2.6776
P_1032,45,D,B12,B,Blank,0.084844
P_1032,45,D,C7,B,Unknown,1.5478
P_1032,45,D,C8,B,Unknown,3.4112
P_1032,45,D,C9,B,Unknown,3.3372
P_1032,45,D,C10,B,Unknown,3.3415
P_1032,45,D,C11,B,Unknown,3.2546
P_1032,45,D,C12,B,Blank,0.069658
P_1032,45,D,D7,B,Unknown,3.3797
P_1032,45,D,D8,B,Unknown,3.3084
P_1032,45,D,D9,B,Unknown,3.4126
P_1032,45,D,D10,B,Unknown,3.3218
P_1032,45,D,D11,B,Unknown,0.85767
P_1032,45,D,D12,B,Blank,0.065758
P_1032,45,D,E7,B,Unknown,1.7474
P_1032,45,D,E8,B,Unknown,3.371
P_1032,45,D,E9,B,Unknown,3.2892
P_1032,45,D,E10,B,Unknown,1.7149
P_1032,45,D,E11,B,Unknown,3.2413
P_1032,45,D,E12,B,Blank,0.068891
P_1032,45,D,F7,B,Unknown,3.4429
P_1032,45,D,F8,B,Unknown,3.4442
P_1032,45,D,F9,B,Unknown,2.774
P_1032,45,D,F10,B,Unknown,3.0314
P_1032,45,D,F11,B,Unknown,2.8421
P_1032,45,D,F12,B,Negative,0.18488
P_1032,45,D,G7,B,Unknown,3.4683
P_1032,45,D,G8,B,Unknown,3.1777
P_1032,45,D,G9,B,Unknown,3.2691
P_1032,45,D,G10,B,Unknown,3.171
P_1032,45,D,G11,B,Unknown,3.4374
P_1032,45,D,G12,B,Positive,3.4426
P_1032,45,D,H7,B,Unknown,3.4531
P_1032,45,D,H8,B,Unknown,1.3049
P_1032,45,D,H9,B,Unknown,3.4313
P_1032,45,D,H10,B,Unknown,3.0878
P_1032,45,D,H11,B,Unknown,3.4027
P_1032,45,D,H12,B,Positive,3.4108
P_1032,45,E,A1,A,Unknown,2.426
P_1032,45,E,A2,A,Unknown,2.8519
P_1032,45,E,A3,A,Unknown,2.8356
P_1032,45,E,A4,A,Unknown,3.3633
P_1032,45,E,A5,A,Unknown,1.9079
P_1032,45,E,A6,A,Blank,0.066037
P_1032,45,E,B1,A,Unknown,1.4803
P_1032,45,E,B2,A,Unknown,3.0637
P_1032,45,E,B3,A,Unknown,2.0843
P_1032,45,E,B4,A,Unknown,3.0895
P_1032,45,E,B5,A,Unknown,2.2042
P_1032,45,E,B6,A,Blank,0.062553
P_1032,45,E,C1,A,Unknown,1.3073
P_1032,45,E,C2,A,Unknown,3.0347
P_1032,45,E,C3,A,Unknown,2.7088
P_1032,45,E,C4,A,Unknown,3.0005
P_1032,45,E,C5,A,Unknown,2.8177
P_1032,45,E,C6,A,Blank,0.058923
P_1032,45,E,D1,A,Unknown,3.0532
P_1032,45,E,D2,A,Unknown,2.9783
P_1032,45,E,D3,A,Unknown,2.9215
P_1032,45,E,D4,A,Unknown,2.9492
P_1032,45,E,D5,A,Unknown,0.84477
P_1032,45,E,D6,A,Blank,0.073355
P_1032,45,E,E1,A,Unknown,1.2495
P_1032,45,E,E2,A,Unknown,3.0545
P_1032,45,E,E3,A,Unknown,2.5064
P_1032,45,E,E4,A,Unknown,1.4405
P_1032,45,E,E5,A,Unknown,2.6887
P_1032,45,E,E6,A,Blank,0.060919
P_1032,45,E,F1,A,Unknown,3.2938
P_1032,45,E,F2,A,Unknown,3.3322
P_1032,45,E,F3,A,Unknown,2.1738
P_1032,45,E,F4,A,Unknown,2.6253
P_1032,45,E,F5,A,Unknown,2.2834
P_1032,45,E,F6,A,Negative,0.17196
P_1032,45,E,G1,A,Unknown,3.2678
P_1032,45,E,G2,A,Unknown,2.7742
P_1032,45,E,G3,A,Unknown,2.4882
P_1032,45,E,G4,A,Unknown,2.733
P_1032,45,E,G5,A,Unknown,3.134
P_1032,45,E,G6,A,Positive,3.2646
P_1032,45,E,H1,A,Unknown,3.1527
P_1032,45,E,H2,A,Unknown,1.4142
P_1032,45,E,H3,A,Unknown,3.1945
P_1032,45,E,H4,A,Unknown,2.5791
P_1032,45,E,H5,A,Unknown,3.0687
P_1032,45,E,H6,A,Positive,3.3189
P_1032,45,E,A7,B,Unknown,2.0442
P_1032,45,E,A8,B,Unknown,2.942
P_1032,45,E,A9,B,Unknown,2.8762
P_1032,45,E,A10,B,Unknown,3.3475
P_1032,45,E,A11,B,Unknown,2.1402
P_1032,45,E,A12,B,Blank,0.075075
P_1032,45,E,B7,B,Unknown,1.312
P_1032,45,E,B8,B,Unknown,3.0815
P_1032,45,E,B9,B,Unknown,2.093
P_1032,45,E,B10,B,Unknown,3.1938
P_1032,45,E,B11,B,Unknown,2.1716
P_1032,45,E,B12,B,Blank,0.076115
P_1032,45,E,C7,B,Unknown,1.1742
P_1032,45,E,C8,B,Unknown,2.97
P_1032,45,E,C9,B,Unknown,2.4462
P_1032,45,E,C10,B,Unknown,3.1394
P_1032,45,E,C11,B,Unknown,2.7702
P_1032,45,E,C12,B,Blank,0.090517
P_1032,45,E,D7,B,Unknown,2.9593
P_1032,45,E,D8,B,Unknown,2.9288
P_1032,45,E,D9,B,Unknown,3.0617
P_1032,45,E,D10,B,Unknown,2.8971
P_1032,45,E,D11,B,Unknown,0.71715
P_1032,45,E,D12,B,Blank,0.061081
P_1032,45,E,E7,B,Unknown,1.0323
P_1032,45,E,E8,B,Unknown,2.8769
P_1032,45,E,E9,B,Unknown,2.5795
P_1032,45,E,E10,B,Unknown,1.3795
P_1032,45,E,E11,B,Unknown,2.5427
P_1032,45,E,E12,B,Blank,0.05555
P_1032,45,E,F7,B,Unknown,3.2144
P_1032,45,E,F8,B,Unknown,3.1546
P_1032,45,E,F9,B,Unknown,2.1188
P_1032,45,E,F10,B,Unknown,2.5404
P_1032,45,E,F11,B,Unknown,2.2384
P_1032,45,E,F12,B,Negative,0.16875
P_1032,45,E,G7,B,Unknown,3.2472
P_1032,45,E,G8,B,Unknown,2.4772
P_1032,45,E,G9,B,Unknown,2.3997
P_1032,45,E,G10,B,Unknown,2.6565
P_1032,45,E,G11,B,Unknown,3.1083
P_1032,45,E,G12,B,Positive,3.2276
P_1032,45,E,H7,B,Unknown,3.2968
P_1032,45,E,H8,B,Unknown,1.1107
P_1032,45,E,H9,B,Unknown,3.0079
P_1032,45,E,H10,B,Unknown,2.3414
P_1032,45,E,H11,B,Unknown,2.9749
P_1032,45,E,H12,B,Positive,3.2922
P_12345,45,A,A1,A,Unknown,3.4698
P_12345,45,A,A2,A,Unknown,3.4352
P_12345,45,A,A3,A,Unknown,3.1919
P_12345,45,A,A4,A,Unknown,1.7554
P_12345,45,A,A5,A,Unknown,2.728
P_12345,45,A,A6,A,Blank,0.088835
P_12345,45,A,A7,B,Unknown,3.4626
P_12345,45,A,A8,B,Unknown,3.3922
P_12345,45,A,A9,B,Unknown,3.0746
P_12345,45,A,A10,B,Unknown,1.9741
P_12345,45,A,A11,B,Unknown,2.7261
P_12345,45,A,A12,A,Blank,0.12417
P_12345,45,A,B6,A,Blank,0.062458
P_12345,45,A,C6,A,Blank,0.075608
P_12345,45,A,D6,A,Blank,0.096043
P_12345,45,A,E6,A,Blank,0.06023
P_12345,45,A,F6,A,Negative,0.14151
P_12345,45,A,G6,A,Positive,3.4233
P_12345,45,A,H6,A,Positive,3.4617
P_12345,45,A,B12,B,Blank,0.10937
P_12345,45,A,C12,B,Blank,0.1223
P_12345,45,A,D12,B,Blank,0.077363
P_12345,45,A,E12,B,Blank,0.097825
P_12345,45,A,F12,B,Negative,0.15973
P_12345,45,A,G12,B,Positive,3.4488
P_12345,45,A,H12,B,Positive,3.4584
P_12345,45,B,A1,A,Unknown,3.4804
P_12345,45,B,A2,A,Unknown,3.443
P_12345,45,B,A3,A,Unknown,3.4202
P_12345,45,B,A4,A,Unknown,2.2465
P_12345,45,B,A5,A,Unknown,3.02
P_12345,45,B,A6,A,Blank,0.13677
P_12345,45,B,A7,B,Unknown,3.4641
P_12345,45,B,A8,B,Unknown,3.6219
P_12345,45,B,A9,B,Unknown,3.2718
P_12345,45,B,A10,B,Unknown,2.4509
P_12345,45,B,A11,B,Unknown,3.1893
P_12345,45,B,A12,A,Blank,0.080519
P_12345,45,B,B6,A,Blank,0.064962
P_12345,45,B,C6,A,Blank,0.062166
P_12345,45,B,D6,A,Blank,0.060383
P_12345,45,B,E6,A,Blank,0.078702
P_12345,45,B,F6,A,Negative,0.17998
P_12345,45,B,G6,A,Positive,3.3959
P_12345,45,B,H6,A,Positive,3.4287
P_12345,45,B,B12,B,Blank,0.06106
P_12345,45,B,C12,B,Blank,0.063925
P_12345,45,B,D12,B,Blank,0.068523
P_12345,45,B,E12,B,Blank,0.061414
P_12345,45,B,F12,B,Negative,0.18865
P_12345,45,B,G12,B,Positive,3.4406
P_12345,45,B,H12,B,Positive,3.4362
P_12345,45,C,A1,A,Unknown,3.2494
P_12345,45,C,A2,A,Unknown,2.0452
P_12345,45,C,A3,A,Unknown,1.7688
P_12345,45,C,A4,A,Unknown,1.0864
P_12345,45,C,A5,A,Unknown,1.3119
P_12345,45,C,A6,A,Blank,0.11038
P_12345,45,C,A7,B,Unknown,3.3211
P_12345,45,C,A8,B,Unknown,2.5579
P_12345,45,C,A9,B,Unknown,1.9539
