Plate,Time,Plate_replicate,Well,Well_replicate,Type,Abs
P_12345,15,D,H12,B,Positive,2.0771
P_12345,15,E,A1,A,Unknown,1.8294
P_12345,15,E,A2,A,Unknown,1.0244
P_12345,15,E,A3,A,Unknown,0.57648
P_12345,15,E,A4,A,Unknown,0.29886
P_12345,15,E,A5,A,Unknown,0.50278
P_12345,15,E,A6,A,Blank,0.056382
P_12345,15,E,A7,B,Unknown,1.3776
P_12345,15,E,A8,B,Unknown,0.81573
P_12345,15,E,A9,B,Unknown,0.61692
P_12345,15,E,A10,B,Unknown,0.27383
P_12345,15,E,A11,B,Unknown,0.60267
P_12345,15,E,A12,A,Blank,0.05317
P_12345,15,E,B6,A,Blank,0.05483
P_12345,15,E,C6,A,Blank,0.057252
P_12345,15,E,D6,A,Blank,0.060392
P_12345,15,E,E6,A,Blank,0.05713
P_12345,15,E,F6,A,Negative,0.082741
P_12345,15,E,G6,A,Positive,1.8796
P_12345,15,E,H6,A,Positive,1.7744
P_12345,15,E,B12,B,Blank,0.064839
P_12345,15,E,C12,B,Blank,0.057347
P_12345,15,E,D12,B,Blank,0.063582
P_12345,15,E,E12,B,Blank,0.05973
P_12345,15,E,F12,B,Negative,0.096539
P_12345,15,E,G12,B,Positive,2.019
P_12345,15,E,H12,B,Positive,1.9149
P_1032,30,A,A1,A,Unknown,3.0869
P_1032,30,A,A2,A,Unknown,3.3937
P_1032,30,A,A3,A,Unknown,3.3272
P_1032,30,A,A4,A,Unknown,3.4399
P_1032,30,A,A5,A,Unknown,2.5974
P_1032,30,A,A6,A,Blank,0.17951
P_1032,30,A,B1,A,Unknown,1.8665
P_1032,30,A,B2,A,Unknown,3.3528
P_1032,30,A,B3,A,Unknown,2.7345
P_1032,30,A,B4,A,Unknown,3.3927
P_1032,30,A,B5,A,Unknown,2.6987
P_1032,30,A,B6,A,Blank,0.093302
P_1032,30,A,C1,A,Unknown,1.6186
P_1032,30,A,C2,A,Unknown,3.3496
P_1032,30,A,C3,A,Unknown,3.1791
P_1032,30,A,C4,A,Unknown,3.3491
P_1032,30,A,C5,A,Unknown,3.2001
P_1032,30,A,C6,A,Blank,0.064543
P_1032,30,A,D1,A,Unknown,3.3486
P_1032,30,A,D2,A,Unknown,3.3448
P_1032,30,A,D3,A,Unknown,3.3706
P_1032,30,A,D4,A,Unknown,3.3212
P_1032,30,A,D5,A,Unknown,1.077
P_1032,30,A,D6,A,Blank,0.060307
P_1032,30,A,E1,A,Unknown,1.6484
P_1032,30,A,E2,A,Unknown,3.3546
P_1032,30,A,E3,A,Unknown,3.0436
P_1032,30,A,E4,A,Unknown,2.0907
P_1032,30,A,E5,A,Unknown,3.2243
P_1032,30,A,E6,A,Blank,0.059215
P_1032,30,A,F1,A,Unknown,3.4142
P_1032,30,A,F2,A,Unknown,3.394
P_1032,30,A,F3,A,Unknown,1.9644
P_1032,30,A,F4,A,Unknown,3.0761
P_1032,30,A,F5,A,Unknown,2.9729
P_1032,30,A,F6,A,Negative,0.14549
P_1032,30,A,G1,A,Unknown,3.3267
P_1032,30,A,G2,A,Unknown,2.9687
P_1032,30,A,G3,A,Unknown,2.6371
P_1032,30,A,G4,A,Unknown,3.3565
P_1032,30,A,G5,A,Unknown,3.4056
P_1032,30,A,G6,A,Positive,3.3645
P_1032,30,A,H1,A,Unknown,3.4177
P_1032,30,A,H2,A,Unknown,1.8467
P_1032,30,A,H3,A,Unknown,2.3157
P_1032,30,A,H4,A,Unknown,3.0478
P_1032,30,A,H5,A,Unknown,3.4006
P_1032,30,A,H6,A,Positive,3.4201
P_1032,30,A,A7,B,Unknown,2.652
P_1032,30,A,A8,B,Unknown,3.3732
P_1032,30,A,A9,B,Unknown,3.2142
P_1032,30,A,A10,B,Unknown,3.434
P_1032,30,A,A11,B,Unknown,2.5932
P_1032,30,A,A12,B,Blank,0.095652
P_1032,30,A,B7,B,Unknown,1.4137
P_1032,30,A,B8,B,Unknown,3.3646
P_1032,30,A,B9,B,Unknown,2.5375
P_1032,30,A,B10,B,Unknown,3.3754
P_1032,30,A,B11,B,Unknown,2.6612
P_1032,30,A,B12,B,Blank,0.06356
P_1032,30,A,C7,B,Unknown,1.2481
P_1032,30,A,C8,B,Unknown,3.3502
P_1032,30,A,C9,B,Unknown,3.0564
P_1032,30,A,C10,B,Unknown,3.3394
P_1032,30,A,C11,B,Unknown,3.2257
P_1032,30,A,C12,B,Blank,0.063654
P_1032,30,A,D7,B,Unknown,3.3387
P_1032,30,A,D8,B,Unknown,3.2971
P_1032,30,A,D9,B,Unknown,3.3612
P_1032,30,A,D10,B,Unknown,3.3241
P_1032,30,A,D11,B,Unknown,0.88779
P_1032,30,A,D12,B,Blank,0.063194
P_1032,30,A,E7,B,Unknown,1.3877
P_1032,30,A,E8,B,Unknown,3.2752
P_1032,30,A,E9,B,Unknown,2.9547
P_1032,30,A,E10,B,Unknown,1.6306
P_1032,30,A,E11,B,Unknown,3.0112
P_1032,30,A,E12,B,Blank,0.068879
P_1032,30,A,F7,B,Unknown,3.4455
P_1032,30,A,F8,B,Unknown,3.4137
P_1032,30,A,F9,B,Unknown,2.4755
P_1032,30,A,F10,B,Unknown,2.9624
P_1032,30,A,F11,B,Unknown,2.5891
P_1032,30,A,F12,B,Negative,0.14628
P_1032,30,A,G7,B,Unknown,3.4396
P_1032,30,A,G8,B,Unknown,3.0628
P_1032,30,A,G9,B,Unknown,2.7947
P_1032,30,A,G10,B,Unknown,3.1944
P_1032,30,A,G11,B,Unknown,3.3708
P_1032,30,A,G12,B,Positive,3.4002
P_1032,30,A,H7,B,Unknown,3.4168
P_1032,30,A,H8,B,Unknown,1.278
P_1032,30,A,H9,B,Unknown,3.3283
P_1032,30,A,H10,B,Unknown,2.8917
P_1032,30,A,H11,B,Unknown,3.0851
P_1032,30,A,H12,B,Positive,3.3955
P_1032,30,B,A1,A,Unknown,3.0426
P_1032,30,B,A2,A,Unknown,3.2757
P_1032,30,B,A3,A,Unknown,3.1474
P_1032,30,B,A4,A,Unknown,3.3621
P_1032,30,B,A5,A,Unknown,2.4946
P_1032,30,B,A6,A,Blank,0.087918
P_1032,30,B,B1,A,Unknown,1.779
P_1032,30,B,B2,A,Unknown,3.3092
P_1032,30,B,B3,A,Unknown,2.4779
P_1032,30,B,B4,A,Unknown,3.341
P_1032,30,B,B5,A,Unknown,2.6069
P_1032,30,B,B6,A,Blank,0.10454
P_1032,30,B,C1,A,Unknown,1.6352
P_1032,30,B,C2,A,Unknown,3.3055
P_1032,30,B,C3,A,Unknown,3.1074
P_1032,30,B,C4,A,Unknown,3.2778
P_1032,30,B,C5,A,Unknown,3.1722
P_1032,30,B,C6,A,Blank,0.11048
P_1032,30,B,D1,A,Unknown,3.312
P_1032,30,B,D2,A,Unknown,3.2996
P_1032,30,B,D3,A,Unknown,3.3207
P_1032,30,B,D4,A,Unknown,3.1921
P_1032,30,B,D5,A,Unknown,0.92703
P_1032,30,B,D6,A,Blank,0.10692
P_1032,30,B,E1,A,Unknown,1.6556
P_1032,30,B,E2,A,Unknown,3.289
P_1032,30,B,E3,A,Unknown,2.984
P_1032,30,B,E4,A,Unknown,1.712
P_1032,30,B,E5,A,Unknown,3.0424
P_1032,30,B,E6,A,Blank,0.1164
P_1032,30,B,F1,A,Unknown,3.4544
P_1032,30,B,F2,A,Unknown,3.3758
P_1032,30,B,F3,A,Unknown,2.6443
P_1032,30,B,F4,A,Unknown,2.6917
P_1032,30,B,F5,A,Unknown,2.4652
P_1032,30,B,F6,A,Negative,0.14911
P_1032,30,B,G1,A,Unknown,3.375
P_1032,30,B,G2,A,Unknown,3.1707
P_1032,30,B,G3,A,Unknown,3.0713
P_1032,30,B,G4,A,Unknown,3.1005
P_1032,30,B,G5,A,Unknown,3.2488
P_1032,30,B,G6,A,Positive,3.1974
P_1032,30,B,H1,A,Unknown,3.4009
P_1032,30,B,H2,A,Unknown,1.8665
P_1032,30,B,H3,A,Unknown,3.3872
P_1032,30,B,H4,A,Unknown,2.8757
P_1032,30,B,H5,A,Unknown,3.1902
P_1032,30,B,H6,A,Positive,3.2985
P_1032,30,B,A7,B,Unknown,2.743
P_1032,30,B,A8,B,Unknown,3.196
P_1032,30,B,A9,B,Unknown,3.0744
P_1032,30,B,A10,B,Unknown,3.4449
P_1032,30,B,A11,B,Unknown,2.4068
P_1032,30,B,A12,B,Blank,0.16911
P_1032,30,B,B7,B,Unknown,1.5539
P_1032,30,B,B8,B,Unknown,3.3041
P_1032,30,B,B9,B,Unknown,2.6084
P_1032,30,B,B10,B,Unknown,3.356
P_1032,30,B,B11,B,Unknown,2.4939
P_1032,30,B,B12,B,Blank,0.14868
P_1032,30,B,C7,B,Unknown,1.3783
P_1032,30,B,C8,B,Unknown,3.224
P_1032,30,B,C9,B,Unknown,2.8534
P_1032,30,B,C10,B,Unknown,3.2916
P_1032,30,B,C11,B,Unknown,3.1042
P_1032,30,B,C12,B,Blank,0.15071
P_1032,30,B,D7,B,Unknown,3.275
P_1032,30,B,D8,B,Unknown,3.2777
P_1032,30,B,D9,B,Unknown,3.2867
P_1032,30,B,D10,B,Unknown,3.2061
P_1032,30,B,D11,B,Unknown,0.83638
P_1032,30,B,D12,B,Blank,0.14047
P_1032,30,B,E7,B,Unknown,1.172
P_1032,30,B,E8,B,Unknown,3.1934
P_1032,30,B,E9,B,Unknown,2.8647
P_1032,30,B,E10,B,Unknown,1.6094
P_1032,30,B,E11,B,Unknown,3.0505
P_1032,30,B,E12,B,Blank,0.19868
P_1032,30,B,F7,B,Unknown,3.4113
P_1032,30,B,F8,B,Unknown,3.3872
P_1032,30,B,F9,B,Unknown,2.2886
P_1032,30,B,F10,B,Unknown,2.7754
P_1032,30,B,F11,B,Unknown,2.6113
P_1032,30,B,F12,B,Negative,0.20584
P_1032,30,B,G7,B,Unknown,3.4109
P_1032,30,B,G8,B,Unknown,2.7902
P_1032,30,B,G9,B,Unknown,2.6383
P_1032,30,B,G10,B,Unknown,2.9939
P_1032,30,B,G11,B,Unknown,3.3191
P_1032,30,B,G12,B,Positive,3.2983
P_1032,30,B,H7,B,Unknown,3.4443
P_1032,30,B,H8,B,Unknown,1.3122
P_1032,30,B,H9,B,Unknown,3.3497
P_1032,30,B,H10,B,Unknown,2.5774
P_1032,30,B,H11,B,Unknown,3.3166
P_1032,30,B,H12,B,Positive,3.3133
P_1032,30,C,A1,A,Unknown,2.1758
P_1032,30,C,A2,A,Unknown,2.7261
P_1032,30,C,A3,A,Unknown,2.4368
P_1032,30,C,A4,A,Unknown,2.898
P_1032,30,C,A5,A,Unknown,1.4712
P_1032,30,C,A6,A,Blank,0.096341
P_1032,30,C,B1,A,Unknown,1.2038
P_1032,30,C,B2,A,Unknown,2.7847
P_1032,30,C,B3,A,Unknown,1.6281
P_1032,30,C,B4,A,Unknown,2.4651
P_1032,30,C,B5,A,Unknown,1.7447
P_1032,30,C,B6,A,Blank,0.058773
P_1032,30,C,C1,A,Unknown,1.1973
P_1032,30,C,C2,A,Unknown,2.9131
P_1032,30,C,C3,A,Unknown,2.4275
P_1032,30,C,C4,A,Unknown,2.3459
P_1032,30,C,C5,A,Unknown,2.3941
P_1032,30,C,C6,A,Blank,0.061637
P_1032,30,C,D1,A,Unknown,3.0077
P_1032,30,C,D2,A,Unknown,2.9008
P_1032,30,C,D3,A,Unknown,2.8326
P_1032,30,C,D4,A,Unknown,2.2504
P_1032,30,C,D5,A,Unknown,0.53065
P_1032,30,C,D6,A,Blank,0.06061
P_1032,30,C,E1,A,Unknown,1.0941
P_1032,30,C,E2,A,Unknown,2.8202
P_1032,30,C,E3,A,Unknown,1.9999
P_1032,30,C,E4,A,Unknown,0.91094
P_1032,30,C,E5,A,Unknown,2.294
P_1032,30,C,E6,A,Blank,0.095981
P_1032,30,C,F1,A,Unknown,3.2977
P_1032,30,C,F2,A,Unknown,3.1534
P_1032,30,C,F3,A,Unknown,1.9494
P_1032,30,C,F4,A,Unknown,1.9133
P_1032,30,C,F5,A,Unknown,2.0223
P_1032,30,C,F6,A,Negative,0.14429
P_1032,30,C,G1,A,Unknown,3.3169
P_1032,30,C,G2,A,Unknown,2.5365
P_1032,30,C,G3,A,Unknown,2.2769
P_1032,30,C,G4,A,Unknown,2.0748
P_1032,30,C,G5,A,Unknown,2.8491
P_1032,30,C,G6,A,Positive,3.0041
P_1032,30,C,H1,A,Unknown,3.2798
P_1032,30,C,H2,A,Unknown,1.1972
P_1032,30,C,H3,A,Unknown,3.2951
P_1032,30,C,H4,A,Unknown,2.0308
P_1032,30,C,H5,A,Unknown,2.9696
P_1032,30,C,H6,A,Positive,3.1398
P_1032,30,C,A7,B,Unknown,1.7851
P_1032,30,C,A8,B,Unknown,2.6613
P_1032,30,C,A9,B,Unknown,2.2967
P_1032,30,C,A10,B,Unknown,2.8511
P_1032,30,C,A11,B,Unknown,1.2582
P_1032,30,C,A12,B,Blank,0.072376
P_1032,30,C,B7,B,Unknown,0.96232
P_1032,30,C,B8,B,Unknown,2.7494
P_1032,30,C,B9,B,Unknown,1.674
P_1032,30,C,B10,B,Unknown,2.4737
P_1032,30,C,B11,B,Unknown,1.5873
P_1032,30,C,B12,B,Blank,0.069923
P_1032,30,C,C7,B,Unknown,0.79901
P_1032,30,C,C8,B,Unknown,2.6305
P_1032,30,C,C9,B,Unknown,2.4166
P_1032,30,C,C10,B,Unknown,2.2093
P_1032,30,C,C11,B,Unknown,2.2966
P_1032,30,C,C12,B,Blank,0.081336
P_1032,30,C,D7,B,Unknown,2.4602
P_1032,30,C,D8,B,Unknown,2.4601
P_1032,30,C,D9,B,Unknown,2.8038
P_1032,30,C,D10,B,Unknown,2.2793
P_1032,30,C,D11,B,Unknown,0.47335
P_1032,30,C,D12,B,Blank,0.065911
P_1032,30,C,E7,B,Unknown,0.71247
P_1032,30,C,E8,B,Unknown,2.4403
P_1032,30,C,E9,B,Unknown,2.1022
P_1032,30,C,E10,B,Unknown,0.93463
P_1032,30,C,E11,B,Unknown,2.0199
P_1032,30,C,E12,B,Blank,0.07491
P_1032,30,C,F7,B,Unknown,3.124
P_1032,30,C,F8,B,Unknown,3.0277
P_1032,30,C,F9,B,Unknown,1.6823
P_1032,30,C,F10,B,Unknown,1.7549
P_1032,30,C,F11,B,Unknown,1.4214
P_1032,30,C,F12,B,Negative,0.15665
P_1032,30,C,G7,B,Unknown,3.1558
P_1032,30,C,G8,B,Unknown,2.2223
P_1032,30,C,G9,B,Unknown,2.0831
P_1032,30,C,G10,B,Unknown,1.8429
P_1032,30,C,G11,B,Unknown,2.9258
P_1032,30,C,G12,B,Positive,2.9234
P_1032,30,C,H7,B,Unknown,3.2248
P_1032,30,C,H8,B,Unknown,0.96281
P_1032,30,C,H9,B,Unknown,3.0945
P_1032,30,C,H10,B,Unknown,1.607
P_1032,30,C,H11,B,Unknown,2.9484
P_1032,30,C,H12,B,Positive,2.9098
P_1032,30,D,A1,A,Unknown,2.5268
P_1032,30,D,A2,A,Unknown,3.2338
P_1032,30,D,A3,A,Unknown,3.1304
P_1032,30,D,A4,A,Unknown,3.4268
P_1032,30,D,A5,A,Unknown,2.5564
P_1032,30,D,A6,A,Blank,0.1674
P_1032,30,D,B1,A,Unknown,1.2291
P_1032,30,D,B2,A,Unknown,3.0436
P_1032,30,D,B3,A,Unknown,2.233
P_1032,30,D,B4,A,Unknown,3.291
P_1032,30,D,B5,A,Unknown,2.4239
P_1032,30,D,B6,A,Blank,0.073703
P_1032,30,D,C1,A,Unknown,1.1659
P_1032,30,D,C2,A,Unknown,3.0117
P_1032,30,D,C3,A,Unknown,2.8395
P_1032,30,D,C4,A,Unknown,3.1232
P_1032,30,D,C5,A,Unknown,2.9998
P_1032,30,D,C6,A,Blank,0.070814
P_1032,30,D,D1,A,Unknown,3.1293
P_1032,30,D,D2,A,Unknown,3.0217
P_1032,30,D,D3,A,Unknown,3.2127
P_1032,30,D,D4,A,Unknown,3.0515
P_1032,30,D,D5,A,Unknown,0.70725
P_1032,30,D,D6,A,Blank,0.067134
P_1032,30,D,E1,A,Unknown,1.1313
P_1032,30,D,E2,A,Unknown,3.165
P_1032,30,D,E3,A,Unknown,2.6159
P_1032,30,D,E4,A,Unknown,1.4555
P_1032,30,D,E5,A,Unknown,2.7635
P_1032,30,D,E6,A,Blank,0.077346
P_1032,30,D,F1,A,Unknown,3.3461
P_1032,30,D,F2,A,Unknown,3.3436
P_1032,30,D,F3,A,Unknown,2.3632
P_1032,30,D,F4,A,Unknown,2.6646
P_1032,30,D,F5,A,Unknown,2.452
P_1032,30,D,F6,A,Negative,0.14115
P_1032,30,D,G1,A,Unknown,3.1272
P_1032,30,D,G2,A,Unknown,3.0011
P_1032,30,D,G3,A,Unknown,2.8189
P_1032,30,D,G4,A,Unknown,3.0024
P_1032,30,D,G5,A,Unknown,3.3477
P_1032,30,D,G6,A,Positive,3.276872
P_1032,30,D,H1,A,Unknown,3.3747
P_1032,30,D,H2,A,Unknown,1.322
P_1032,30,D,H3,A,Unknown,3.3242
P_1032,30,D,H4,A,Unknown,2.583
P_1032,30,D,H5,A,Unknown,3.2981
P_1032,30,D,H6,A,Positive,3.264672
P_1032,30,D,A7,B,Unknown,2.9926
P_1032,30,D,A8,B,Unknown,3.3497
P_1032,30,D,A9,B,Unknown,3.2544
P_1032,30,D,A10,B,Unknown,3.4646
P_1032,30,D,A11,B,Unknown,1.9939
P_1032,30,D,A12,B,Blank,0.16895
P_1032,30,D,B7,B,Unknown,1.2883
P_1032,30,D,B8,B,Unknown,3.2364
P_1032,30,D,B9,B,Unknown,2.4777
P_1032,30,D,B10,B,Unknown,3.2048
P_1032,30,D,B11,B,Unknown,2.0746
P_1032,30,D,B12,B,Blank,0.07613
P_1032,30,D,C7,B,Unknown,1.1097
P_1032,30,D,C8,B,Unknown,3.1587
P_1032,30,D,C9,B,Unknown,2.9868
P_1032,30,D,C10,B,Unknown,2.9936
P_1032,30,D,C11,B,Unknown,2.7662
P_1032,30,D,C12,B,Blank,0.070523
P_1032,30,D,D7,B,Unknown,3.1036
P_1032,30,D,D8,B,Unknown,2.9042
P_1032,30,D,D9,B,Unknown,3.2523
P_1032,30,D,D10,B,Unknown,2.9162
P_1032,30,D,D11,B,Unknown,0.61264
P_1032,30,D,D12,B,Blank,0.064351
P_1032,30,D,E7,B,Unknown,1.2701
P_1032,30,D,E8,B,Unknown,3.1169
P_1032,30,D,E9,B,Unknown,2.8799
P_1032,30,D,E10,B,Unknown,1.2327
P_1032,30,D,E11,B,Unknown,2.7449
P_1032,30,D,E12,B,Blank,0.066048
P_1032,30,D,F7,B,Unknown,3.3749
P_1032,30,D,F8,B,Unknown,3.3048
P_1032,30,D,F9,B,Unknown,2.1679
P_1032,30,D,F10,B,Unknown,2.4243
P_1032,30,D,F11,B,Unknown,2.2283
P_1032,30,D,F12,B,Negative,0.14468
P_1032,30,D,G7,B,Unknown,3.4205
P_1032,30,D,G8,B,Unknown,2.6402
P_1032,30,D,G9,B,Unknown,2.8217
P_1032,30,D,G10,B,Unknown,2.6308
P_1032,30,D,G11,B,Unknown,3.2827
P_1032,30,D,G12,B,Positive,3.3139
P_1032,30,D,H7,B,Unknown,3.3735
P_1032,30,D,H8,B,Unknown,0.9396
P_1032,30,D,H9,B,Unknown,3.3383
P_1032,30,D,H10,B,Unknown,2.5317
P_1032,30,D,H11,B,Unknown,3.2026
P_1032,30,D,H12,B,Positive,3.2055
P_1032,30,E,A1,A,Unknown,1.7612
P_1032,30,E,A2,A,Unknown,2.3319
P_1032,30,E,A3,A,Unknown,2.2682
P_1032,30,E,A4,A,Unknown,3.0837
P_1032,30,E,A5,A,Unknown,1.3877
P_1032,30,E,A6,A,Blank,0.065721
P_1032,30,E,B1,A,Unknown,1.0566
P_1032,30,E,B2,A,Unknown,2.5656
P_1032,30,E,B3,A,Unknown,1.5243
P_1032,30,E,B4,A,Unknown,2.6341
P_1032,30,E,B5,A,Unknown,1.6228
P_1032,30,E,B6,A,Blank,0.062362
P_1032,30,E,C1,A,Unknown,0.9268
P_1032,30,E,C2,A,Unknown,2.5683
P_1032,30,E,C3,A,Unknown,2.1562
P_1032,30,E,C4,A,Unknown,2.5022
P_1032,30,E,C5,A,Unknown,2.2697
P_1032,30,E,C6,A,Blank,0.05853
P_1032,30,E,D1,A,Unknown,2.5578
P_1032,30,E,D2,A,Unknown,2.4623
P_1032,30,E,D3,A,Unknown,2.4387
P_1032,30,E,D4,A,Unknown,2.395
P_1032,30,E,D5,A,Unknown,0.5908
P_1032,30,E,D6,A,Blank,0.072899
P_1032,30,E,E1,A,Unknown,0.88936
P_1032,30,E,E2,A,Unknown,2.575
P_1032,30,E,E3,A,Unknown,1.9501
P_1032,30,E,E4,A,Unknown,1.0256
P_1032,30,E,E5,A,Unknown,2.1066
P_1032,30,E,E6,A,Blank,0.060948
P_1032,30,E,F1,A,Unknown,2.9923
P_1032,30,E,F2,A,Unknown,3.0194
P_1032,30,E,F3,A,Unknown,1.6326
P_1032,30,E,F4,A,Unknown,2.0456
P_1032,30,E,F5,A,Unknown,1.7244
P_1032,30,E,F6,A,Negative,0.13594
P_1032,30,E,G1,A,Unknown,2.9772
P_1032,30,E,G2,A,Unknown,2.2062
P_1032,30,E,G3,A,Unknown,1.9393
P_1032,30,E,G4,A,Unknown,2.1505
P_1032,30,E,G5,A,Unknown,2.6481
P_1032,30,E,G6,A,Positive,2.9065
P_1032,30,E,H1,A,Unknown,2.6515
P_1032,30,E,H2,A,Unknown,1.0048
P_1032,30,E,H3,A,Unknown,2.804
P_1032,30,E,H4,A,Unknown,1.9844
P_1032,30,E,H5,A,Unknown,2.5414
P_1032,30,E,H6,A,Positive,2.9876
P_1032,30,E,A7,B,Unknown,1.5253
P_1032,30,E,A8,B,Unknown,2.4135
P_1032,30,E,A9,B,Unknown,2.2519
P_1032,30,E,A10,B,Unknown,3.1207
P_1032,30,E,A11,B,Unknown,1.5502
P_1032,30,E,A12,B,Blank,0.073164
P_1032,30,E,B7,B,Unknown,0.94634
P_1032,30,E,B8,B,Unknown,2.5919
P_1032,30,E,B9,B,Unknown,1.5909
P_1032,30,E,B10,B,Unknown,2.7467
P_1032,30,E,B11,B,Unknown,1.5958
P_1032,30,E,B12,B,Blank,0.075196
P_1032,30,E,C7,B,Unknown,0.8346
P_1032,30,E,C8,B,Unknown,2.4485
P_1032,30,E,C9,B,Unknown,1.9358
P_1032,30,E,C10,B,Unknown,2.6315
P_1032,30,E,C11,B,Unknown,2.1847
P_1032,30,E,C12,B,Blank,0.085583
P_1032,30,E,D7,B,Unknown,2.4269
P_1032,30,E,D8,B,Unknown,2.3734
P_1032,30,E,D9,B,Unknown,2.575
P_1032,30,E,D10,B,Unknown,2.3383
P_1032,30,E,D11,B,Unknown,0.49686
P_1032,30,E,D12,B,Blank,0.06003
P_1032,30,E,E7,B,Unknown,0.72003
P_1032,30,E,E8,B,Unknown,2.3307
P_1032,30,E,E9,B,Unknown,1.985
P_1032,30,E,E10,B,Unknown,0.97781
P_1032,30,E,E11,B,Unknown,1.9673
P_1032,30,E,E12,B,Blank,0.055117
P_1032,30,E,F7,B,Unknown,2.8622
P_1032,30,E,F8,B,Unknown,2.7444
P_1032,30,E,F9,B,Unknown,1.5705
P_1032,30,E,F10,B,Unknown,1.9543
P_1032,30,E,F11,B,Unknown,1.6711
P_1032,30,E,F12,B,Negative,0.12842
P_1032,30,E,G7,B,Unknown,2.922
P_1032,30,E,G8,B,Unknown,1.8936
P_1032,30,E,G9,B,Unknown,1.8365
P_1032,30,E,G10,B,Unknown,2.0497
P_1032,30,E,G11,B,Unknown,2.6348
P_1032,30,E,G12,B,Positive,2.8842
P_1032,30,E,H7,B,Unknown,2.9269
P_1032,30,E,H8,B,Unknown,0.78165
P_1032,30,E,H9,B,Unknown,2.5101
P_1032,30,E,H10,B,Unknown,1.7521
P_1032,30,E,H11,B,Unknown,2.4372
P_1032,30,E,H12,B,Positive,2.9203
P_12345,30,A,A1,A,Unknown,3.3514
P_12345,30,A,A2,A,Unknown,3.1952
P_12345,30,A,A3,A,Unknown,2.6628
P_12345,30,A,A4,A,Unknown,1.2768
P_12345,30,A,A5,A,Unknown,2.0973
P_12345,30,A,A6,A,Blank,0.078298
P_12345,30,A,A7,B,Unknown,3.3335
P_12345,30,A,A8,B,Unknown,3.0895
P_12345,30,A,A9,B,Unknown,2.5032
P_12345,30,A,A10,B,Unknown,1.4718
P_12345,30,A,A11,B,Unknown,2.0947
P_12345,30,A,A12,A,Blank,0.10493
P_12345,30,A,B6,A,Blank,0.062258
P_12345,30,A,C6,A,Blank,0.074299
P_12345,30,A,D6,A,Blank,0.095996
P_12345,30,A,E6,A,Blank,0.05972
P_12345,30,A,F6,A,Negative,0.11397
P_12345,30,A,G6,A,Positive,3.1387
P_12345,30,A,H6,A,Positive,3.4089
P_12345,30,A,B12,B,Blank,0.099303
P_12345,30,A,C12,B,Blank,0.10332
P_12345,30,A,D12,B,Blank,0.071211
P_12345,30,A,E12,B,Blank,0.086529
P_12345,30,A,F12,B,Negative,0.12659
P_12345,30,A,G12,B,Positive,3.2199
P_12345,30,A,H12,B,Positive,3.2715
P_12345,30,B,A1,A,Unknown,3.3881
P_12345,30,B,A2,A,Unknown,3.3028
P_12345,30,B,A3,A,Unknown,2.9467
P_12345,30,B,A4,A,Unknown,1.618
P_12345,30,B,A5,A,Unknown,2.3889
P_12345,30,B,A6,A,Blank,0.10135
P_12345,30,B,A7,B,Unknown,3.3763
P_12345,30,B,A8,B,Unknown,3.3131
P_12345,30,B,A9,B,Unknown,2.8079
P_12345,30,B,A10,B,Unknown,1.7807
P_12345,30,B,A11,B,Unknown,2.5771
P_12345,30,B,A12,A,Blank,0.073976
P_12345,30,B,B6,A,Blank,0.063108
P_12345,30,B,C6,A,Blank,0.062212
P_12345,30,B,D6,A,Blank,0.059508
P_12345,30,B,E6,A,Blank,0.076918
P_12345,30,B,F6,A,Negative,0.13789
P_12345,30,B,G6,A,Positive,3.3901
P_12345,30,B,H6,A,Positive,3.3862
P_12345,30,B,B12,B,Blank,0.062902
P_12345,30,B,C12,B,Blank,0.060872
P_12345,30,B,D12,B,Blank,0.064996
P_12345,30,B,E12,B,Blank,0.061055
P_12345,30,B,F12,B,Negative,0.14454
P_12345,30,B,G12,B,Positive,3.3871
P_12345,30,B,H12,B,Positive,3.4154
P_12345,30,C,A1,A,Unknown,2.7993
P_12345,30,C,A2,A,Unknown,1.4851
P_12345,30,C,A3,A,Unknown,1.2569
P_12345,30,C,A4,A,Unknown,0.76233
P_12345,30,C,A5,A,Unknown,0.93129
P_12345,30,C,A6,A,Blank,0.10259
P_12345,30,C,A7,B,Unknown,2.8994
P_12345,30,C,A8,B,Unknown,1.9582
P_12345,30,C,A9,B,Unknown,1.4175
P_12345,30,C,A10,B,Unknown,0.92434
P_12345,30,C,A11,B,Unknown,1.2619
P_12345,30,C,A12,A,Blank,0.15329
P_12345,30,C,B6,A,Blank,0.091968
P_12345,30,C,C6,A,Blank,0.060339
P_12345,30,C,D6,A,Blank,0.070729
P_12345,30,C,E6,A,Blank,0.095217
P_12345,30,C,F6,A,Negative,0.14176
P_12345,30,C,G6,A,Positive,3.1715
P_12345,30,C,H6,A,Positive,3.3256
P_12345,30,C,B12,B,Blank,0.16323
P_12345,30,C,C12,B,Blank,0.17929
P_12345,30,C,D12,B,Blank,0.20207
P_12345,30,C,E12,B,Blank,0.17694
P_12345,30,C,F12,B,Negative,0.21227
P_12345,30,C,G12,B,Positive,2.8212
P_12345,30,C,H12,B,Positive,3.046
P_12345,30,D,A1,A,Unknown,3.3167
P_12345,30,D,A2,A,Unknown,2.9381
P_12345,30,D,A3,A,Unknown,2.1918
P_12345,30,D,A4,A,Unknown,0.97608
